% Optimum gamma as a function of the amount of information preserved by the
% features. These values are based on experiments with the 'small_48_60.mat' dataset.
%
% 1st column shows the energy (information preserved) and 2nd column shows
% the optimum gamma value as estimated using cubic spline curve fitting
% on the experiment data.

0.000	275.289
0.001	273.911
0.002	272.537
0.003	271.168
0.004	269.804
0.005	268.444
0.006	267.089
0.007	265.739
0.008	264.393
0.009	263.051
0.010	261.714
0.011	260.382
0.012	259.054
0.013	257.730
0.014	256.412
0.015	255.097
0.016	253.787
0.017	252.482
0.018	251.181
0.019	249.884
0.020	248.592
0.021	247.304
0.022	246.021
0.023	244.742
0.024	243.468
0.025	242.198
0.026	240.933
0.027	239.671
0.028	238.415
0.029	237.162
0.030	235.914
0.031	234.671
0.032	233.431
0.033	232.197
0.034	230.966
0.035	229.740
0.036	228.518
0.037	227.300
0.038	226.087
0.039	224.878
0.040	223.674
0.041	222.473
0.042	221.277
0.043	220.085
0.044	218.898
0.045	217.715
0.046	216.536
0.047	215.361
0.048	214.190
0.049	213.024
0.050	211.862
0.051	210.704
0.052	209.551
0.053	208.401
0.054	207.256
0.055	206.115
0.056	204.978
0.057	203.846
0.058	202.717
0.059	201.593
0.060	200.472
0.061	199.356
0.062	198.244
0.063	197.137
0.064	196.033
0.065	194.933
0.066	193.838
0.067	192.746
0.068	191.659
0.069	190.576
0.070	189.497
0.071	188.422
0.072	187.351
0.073	186.284
0.074	185.221
0.075	184.162
0.076	183.107
0.077	182.056
0.078	181.009
0.079	179.966
0.080	178.928
0.081	177.893
0.082	176.862
0.083	175.835
0.084	174.812
0.085	173.793
0.086	172.778
0.087	171.767
0.088	170.760
0.089	169.757
0.090	168.757
0.091	167.762
0.092	166.770
0.093	165.783
0.094	164.799
0.095	163.819
0.096	162.843
0.097	161.871
0.098	160.903
0.099	159.939
0.100	158.978
0.101	158.021
0.102	157.069
0.103	156.120
0.104	155.174
0.105	154.233
0.106	153.295
0.107	152.361
0.108	151.431
0.109	150.505
0.110	149.583
0.111	148.664
0.112	147.749
0.113	146.838
0.114	145.930
0.115	145.026
0.116	144.126
0.117	143.230
0.118	142.337
0.119	141.448
0.120	140.563
0.121	139.682
0.122	138.804
0.123	137.929
0.124	137.059
0.125	136.192
0.126	135.329
0.127	134.469
0.128	133.613
0.129	132.761
0.130	131.912
0.131	131.067
0.132	130.225
0.133	129.387
0.134	128.553
0.135	127.722
0.136	126.895
0.137	126.071
0.138	125.251
0.139	124.435
0.140	123.622
0.141	122.812
0.142	122.006
0.143	121.204
0.144	120.405
0.145	119.609
0.146	118.817
0.147	118.029
0.148	117.244
0.149	116.462
0.150	115.684
0.151	114.910
0.152	114.139
0.153	113.371
0.154	112.607
0.155	111.846
0.156	111.088
0.157	110.334
0.158	109.584
0.159	108.837
0.160	108.093
0.161	107.352
0.162	106.615
0.163	105.881
0.164	105.151
0.165	104.424
0.166	103.700
0.167	102.980
0.168	102.263
0.169	101.549
0.170	100.839
0.171	100.132
0.172	99.428
0.173	98.727
0.174	98.030
0.175	97.336
0.176	96.646
0.177	95.958
0.178	95.274
0.179	94.593
0.180	93.915
0.181	93.241
0.182	92.570
0.183	91.902
0.184	91.237
0.185	90.575
0.186	89.917
0.187	89.261
0.188	88.609
0.189	87.960
0.190	87.315
0.191	86.672
0.192	86.032
0.193	85.396
0.194	84.763
0.195	84.133
0.196	83.506
0.197	82.882
0.198	82.261
0.199	81.643
0.200	81.029
0.201	80.417
0.202	79.809
0.203	79.203
0.204	78.601
0.205	78.002
0.206	77.405
0.207	76.812
0.208	76.222
0.209	75.635
0.210	75.050
0.211	74.469
0.212	73.891
0.213	73.316
0.214	72.743
0.215	72.174
0.216	71.608
0.217	71.044
0.218	70.484
0.219	69.927
0.220	69.372
0.221	68.820
0.222	68.272
0.223	67.726
0.224	67.183
0.225	66.643
0.226	66.106
0.227	65.571
0.228	65.040
0.229	64.511
0.230	63.986
0.231	63.463
0.232	62.943
0.233	62.426
0.234	61.911
0.235	61.400
0.236	60.891
0.237	60.385
0.238	59.882
0.239	59.381
0.240	58.884
0.241	58.389
0.242	57.897
0.243	57.408
0.244	56.921
0.245	56.437
0.246	55.956
0.247	55.478
0.248	55.002
0.249	54.529
0.250	54.059
0.251	53.592
0.252	53.127
0.253	52.665
0.254	52.205
0.255	51.748
0.256	51.294
0.257	50.843
0.258	50.394
0.259	49.947
0.260	49.504
0.261	49.063
0.262	48.624
0.263	48.189
0.264	47.755
0.265	47.325
0.266	46.897
0.267	46.471
0.268	46.048
0.269	45.628
0.270	45.210
0.271	44.795
0.272	44.382
0.273	43.972
0.274	43.564
0.275	43.159
0.276	42.756
0.277	42.356
0.278	41.959
0.279	41.563
0.280	41.171
0.281	40.780
0.282	40.393
0.283	40.007
0.284	39.624
0.285	39.244
0.286	38.866
0.287	38.490
0.288	38.117
0.289	37.746
0.290	37.378
0.291	37.012
0.292	36.648
0.293	36.287
0.294	35.928
0.295	35.571
0.296	35.217
0.297	34.865
0.298	34.516
0.299	34.168
0.300	33.823
0.301	33.481
0.302	33.141
0.303	32.803
0.304	32.467
0.305	32.134
0.306	31.802
0.307	31.474
0.308	31.147
0.309	30.823
0.310	30.501
0.311	30.181
0.312	29.863
0.313	29.548
0.314	29.234
0.315	28.923
0.316	28.615
0.317	28.308
0.318	28.004
0.319	27.701
0.320	27.401
0.321	27.103
0.322	26.808
0.323	26.514
0.324	26.223
0.325	25.933
0.326	25.646
0.327	25.361
0.328	25.078
0.329	24.797
0.330	24.518
0.331	24.241
0.332	23.967
0.333	23.694
0.334	23.424
0.335	23.155
0.336	22.889
0.337	22.624
0.338	22.362
0.339	22.102
0.340	21.843
0.341	21.587
0.342	21.333
0.343	21.080
0.344	20.830
0.345	20.582
0.346	20.335
0.347	20.091
0.348	19.849
0.349	19.608
0.350	19.369
0.351	19.133
0.352	18.898
0.353	18.665
0.354	18.434
0.355	18.205
0.356	17.978
0.357	17.753
0.358	17.530
0.359	17.308
0.360	17.089
0.361	16.871
0.362	16.655
0.363	16.441
0.364	16.229
0.365	16.018
0.366	15.810
0.367	15.603
0.368	15.398
0.369	15.195
0.370	14.993
0.371	14.794
0.372	14.596
0.373	14.400
0.374	14.206
0.375	14.013
0.376	13.822
0.377	13.633
0.378	13.446
0.379	13.260
0.380	13.076
0.381	12.894
0.382	12.713
0.383	12.535
0.384	12.357
0.385	12.182
0.386	12.008
0.387	11.836
0.388	11.665
0.389	11.497
0.390	11.329
0.391	11.164
0.392	11.000
0.393	10.837
0.394	10.677
0.395	10.517
0.396	10.360
0.397	10.204
0.398	10.049
0.399	9.896
0.400	9.745
0.401	9.595
0.402	9.447
0.403	9.300
0.404	9.155
0.405	9.012
0.406	8.869
0.407	8.729
0.408	8.590
0.409	8.452
0.410	8.316
0.411	8.181
0.412	8.048
0.413	7.916
0.414	7.786
0.415	7.657
0.416	7.530
0.417	7.404
0.418	7.279
0.419	7.156
0.420	7.034
0.421	6.914
0.422	6.795
0.423	6.677
0.424	6.561
0.425	6.446
0.426	6.333
0.427	6.221
0.428	6.110
0.429	6.001
0.430	5.893
0.431	5.786
0.432	5.680
0.433	5.576
0.434	5.473
0.435	5.372
0.436	5.271
0.437	5.172
0.438	5.075
0.439	4.978
0.440	4.883
0.441	4.789
0.442	4.696
0.443	4.605
0.444	4.515
0.445	4.426
0.446	4.338
0.447	4.251
0.448	4.166
0.449	4.081
0.450	3.998
0.451	3.916
0.452	3.835
0.453	3.756
0.454	3.677
0.455	3.600
0.456	3.524
0.457	3.449
0.458	3.375
0.459	3.302
0.460	3.230
0.461	3.160
0.462	3.090
0.463	3.022
0.464	2.954
0.465	2.888
0.466	2.823
0.467	2.758
0.468	2.695
0.469	2.633
0.470	2.572
0.471	2.512
0.472	2.453
0.473	2.394
0.474	2.337
0.475	2.281
0.476	2.226
0.477	2.172
0.478	2.119
0.479	2.066
0.480	2.015
0.481	1.965
0.482	1.915
0.483	1.867
0.484	1.819
0.485	1.773
0.486	1.727
0.487	1.682
0.488	1.638
0.489	1.595
0.490	1.553
0.491	1.511
0.492	1.471
0.493	1.431
0.494	1.392
0.495	1.354
0.496	1.317
0.497	1.281
0.498	1.245
0.499	1.211
0.500	1.177
0.501	1.143
0.502	1.111
0.503	1.080
0.504	1.049
0.505	1.019
0.506	0.989
0.507	0.961
0.508	0.933
0.509	0.906
0.510	0.880
0.511	0.854
0.512	0.829
0.513	0.805
0.514	0.781
0.515	0.758
0.516	0.736
0.517	0.714
0.518	0.694
0.519	0.673
0.520	0.654
0.521	0.635
0.522	0.617
0.523	0.599
0.524	0.582
0.525	0.565
0.526	0.549
0.527	0.534
0.528	0.519
0.529	0.505
